id,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Yaw,Pitch,Roll,Pressure,Temperature,Alttitude
5489,0.3,-0.34,0.52,-26.33,37.45,-26.33,-28.07,-5.26,4.11,676.24,15.27,6093.33
5490,-0.11,0.11,-0.26,7.82,-33.41,33.74,-63.04,5.26,-4.11,472.58,5.04,7548.33
5491,-0.78,0.75,-0.86,27.15,-86.08,67.89,-89.78,28.3,-30.86,413.75,11.96,9756.67
5492,-0.37,0.22,-0.19,18.93,-51.93,26.67,-37.11,5.26,-4.11,647.65,5.0,7205.0
5493,-0.0,-0.34,0.52,-15.22,-10.7,-55.63,7.82,-4.11,7.82,647.48,16.93,7208.33
5494,0.15,-0.22,0.26,-0.41,15.22,-29.71,15.22,-7.82,14.08,649.53,11.71,7125.0
5495,-0.11,-0.03,-0.3,33.41,-33.41,18.93,-15.22,22.63,-8.96,415.7,13.3,9660.0
5496,-0.19,0.41,-0.56,18.93,-26.0,30.37,-22.63,11.52,-5.26,415.67,11.6,9670.0
5497,0.26,-0.11,0.11,-41.15,8.15,-26.0,4.11,-4.11,7.82,240.82,13.3,9996.67
5498,0.19,-0.11,0.15,-55.63,8.15,-40.82,-18.11,-11.52,4.11,240.75,18.67,10010.0
5499,-0.26,0.48,-0.45,3.78,-26.0,18.6,-37.45,15.22,-12.67,447.98,15.41,8416.67
5500,-0.49,0.75,-0.93,74.64,-74.64,52.75,-71.6,34.56,-32.0,448.18,5.08,8430.0
5501,-0.45,0.67,-1.0,78.34,-74.64,89.78,-45.67,30.86,-24.6,448.28,13.56,8430.0
5502,-0.64,0.41,-0.74,52.75,-100.56,75.3,-45.67,30.86,-24.6,241.35,15.11,10010.0
5503,-0.64,0.41,-0.74,52.75,-100.56,75.3,-67.89,23.45,-28.3,241.28,20.49,10000.0
5504,-0.37,0.22,-0.22,-7.33,-51.93,18.93,-47.41,4.11,-8.96,241.02,15.27,10006.67
5505,-0.08,0.08,-0.26,3.78,-40.49,7.82,-54.82,7.82,-15.22,240.95,8.34,10020.0
5506,0.45,-0.3,0.19,-55.63,-6.67,-40.82,1.56,-4.11,7.82,240.82,13.3,10030.0
5507,0.22,-0.03,-0.3,15.22,-55.3,-6.67,-44.85,18.93,-18.93,240.98,10.04,10030.0
5508,-0.08,0.11,-0.26,4.11,-66.74,4.44,-67.08,11.52,-22.63,240.92,15.41,10033.33
5509,-0.6,0.49,-0.71,63.53,-100.56,53.08,-93.82,27.15,-35.71,437.0,1.67,8860.0
5510,-0.23,-0.04,-0.07,18.6,-29.71,15.22,-41.15,7.82,-15.22,661.37,4.93,6638.33
5511,0.48,-0.71,0.6,-0.74,52.59,-18.93,5.26,-15.22,11.52,661.2,8.19,6638.33
5512,0.82,-1.23,1.34,-45.67,123.45,-56.78,32.0,-30.86,24.6,465.12,21.93,7818.33
5513,0.71,-0.9,1.12,-60.15,101.23,-67.56,28.3,-24.6,23.45,240.55,25.41,10020.0
5514,0.89,-0.75,0.82,-74.64,64.19,-78.34,34.56,-20.89,17.19,240.62,13.37,10000.0
5515,0.89,-0.75,0.82,-74.64,64.19,-78.34,30.86,-28.3,14.63,240.65,-0.37,9993.33
5516,0.56,-0.56,0.45,-29.71,15.56,-44.52,4.11,-7.82,-1.0,240.92,-12.48,10010.0
5517,-0.34,-0.04,0.07,4.11,-29.71,0.41,-48.56,11.52,-21.48,241.02,-3.7,10023.33
5518,-0.89,0.75,-0.86,38.26,-86.08,60.49,-71.6,34.56,-32.0,241.25,6.63,10020.0
5519,-0.48,0.11,-0.22,7.82,-44.85,15.22,-47.41,14.08,-16.37,240.98,18.75,10016.67
5520,-0.41,0.15,-0.08,15.22,-44.85,29.71,-21.48,10.37,-8.96,419.84,23.71,9510.0
5521,0.15,-0.63,0.85,-18.93,11.52,-30.37,-2.15,-8.96,11.52,419.51,15.19,9523.33
5522,-0.41,0.26,-0.0,15.22,-15.22,51.93,-26.33,11.52,-4.11,613.47,11.71,8433.33
5523,-0.11,0.08,-0.22,33.41,-3.78,41.15,-26.33,11.52,-4.11,434.72,15.22,8933.33
5524,-0.22,0.34,-0.48,7.48,-26.0,44.85,-18.93,15.22,-11.52,434.78,27.15,8910.0
5525,-0.13,0.05,-0.35,14.86,-14.89,48.56,-7.82,11.52,-5.26,494.64,32.19,6726.67
5526,-0.21,0.23,-0.17,26.3,3.29,44.85,-4.11,18.93,-2.7,494.67,25.27,6720.0
5527,-0.62,0.86,-0.84,78.97,-30.86,89.78,-38.26,38.26,-22.04,722.72,20.3,4393.33
5528,-0.78,1.08,-0.56,64.19,-67.89,74.64,-49.37,41.97,-28.3,469.17,6.63,7673.33
5529,-0.22,0.48,-0.45,11.52,-52.26,18.26,-26.33,18.93,-17.78,468.93,-3.7,7686.67
5530,-0.19,0.45,-0.37,4.11,-52.26,0.08,-48.56,11.52,-21.48,241.02,-3.7,10023.33
5531,-0.19,0.45,-0.37,4.11,-52.26,0.08,-41.15,7.82,-15.22,241.08,3.23,10010.0
5532,-0.11,0.52,-0.12,11.52,-52.26,29.71,-47.41,11.52,-5.26,416.93,18.75,9628.33
5533,0.59,-0.15,0.55,3.29,-32.92,6.67,-1.0,-4.11,25.19,592.68,25.49,9250.0
5534,1.12,-0.6,0.82,-49.38,27.15,-38.26,22.04,-27.15,35.71,592.44,15.15,9250.0
5535,0.89,-0.78,1.0,-60.49,64.19,-45.67,28.3,-30.86,25.74,416.6,-0.37,9631.67
5536,0.89,-0.78,1.0,-60.49,64.19,-45.67,30.86,-38.26,22.04,240.68,1.37,10013.33
5537,0.56,-0.59,0.48,10.37,33.74,10.7,0.41,-22.63,12.67,485.66,3.18,7096.67
5538,0.78,-0.41,0.3,21.48,-3.29,18.11,-5.85,-18.93,22.63,661.51,18.7,6715.0
5539,0.48,-0.26,0.15,-4.11,11.52,-0.08,1.56,-7.82,18.93,661.54,15.19,6711.67
5540,0.52,-0.19,0.22,-14.89,-6.67,-37.11,8.96,-0.41,17.78,646.96,16.78,7211.67
5541,-0.11,0.15,-0.3,4.44,-40.49,-21.48,-26.0,12.67,-1.56,471.25,3.07,7580.0
5542,-0.67,0.52,-0.49,45.67,-100.56,37.93,-52.75,28.3,-14.63,471.52,-0.33,7586.67
5543,-0.67,0.71,-0.34,67.89,-82.38,49.04,-56.45,20.89,-17.19,241.32,11.78,10000.0
5544,-0.11,0.3,-0.08,41.15,-48.56,3.78,-21.48,10.37,-8.96,241.08,25.49,10006.67
5545,0.48,-0.37,0.37,14.41,4.11,-44.85,-2.15,-8.96,11.52,472.45,25.49,7538.33
5546,0.52,-0.63,0.15,2.96,-14.07,-18.93,-2.15,-8.96,11.52,695.54,11.78,5375.0
5547,-0.11,0.11,-0.26,18.6,-33.41,33.74,-22.63,0.41,-0.41,695.84,13.52,5368.33
5548,-0.63,0.86,-1.12,52.75,-60.15,93.82,-71.6,16.04,-30.86,464.34,11.96,7840.0
5549,-0.89,1.12,-0.86,34.56,-71.6,82.38,-71.6,16.04,-30.86,241.25,27.41,10000.0
5550,-0.97,1.04,-0.93,49.37,-71.6,112.01,-67.89,23.45,-28.3,241.28,20.49,10003.33
5551,-0.97,1.04,-0.93,49.37,-71.6,112.01,-38.26,27.15,-18.34,416.0,23.75,9656.67
5552,-0.89,1.12,-1.34,56.78,-45.67,123.45,-38.26,27.15,-18.34,416.0,23.75,9663.33
5553,-0.89,1.12,-1.34,56.78,-45.67,123.45,-56.45,20.89,-17.19,415.9,15.22,9660.0
5554,-0.33,0.23,-0.48,22.63,-18.93,41.15,-29.71,5.26,-4.11,241.05,16.93,9993.33
5555,-0.52,0.08,-0.11,44.85,-15.22,15.22,-33.41,16.37,-7.82,445.77,15.19,8493.33
5556,-0.6,0.0,0.29,37.45,-41.15,3.78,-18.93,15.22,-11.52,624.59,27.12,8000.0
5557,-1.01,0.63,-0.34,67.89,-82.38,49.04,-49.37,23.45,-27.15,624.82,30.63,7996.67
5558,-0.37,0.26,-0.04,-14.41,-51.93,18.6,-18.93,-3.29,-10.37,419.91,15.11,9496.67
5559,0.19,-0.11,0.15,-55.63,8.15,-40.82,11.52,-11.52,5.26,240.92,15.11,10006.67
5560,0.82,-0.45,0.67,-74.97,41.97,-56.45,38.26,-27.15,18.34,240.72,-2.15,10020.0
5561,0.3,-0.0,0.41,-22.3,-18.11,-11.52,-2.96,-10.37,8.96,438.96,11.6,8770.0
5562,0.41,-0.34,0.63,-7.82,4.11,-0.74,-6.67,-17.78,6.41,663.46,9.89,6551.67
5563,0.15,-0.6,0.71,-44.85,11.52,-8.15,-12.93,-21.48,12.67,874.03,20.23,4833.33
5564,0.37,-0.78,0.52,-41.15,22.96,-33.74,-24.37,-18.93,1.56,846.51,9.89,5916.67
5565,0.26,-0.45,0.3,-55.63,0.74,-44.52,-30.63,-22.63,7.82,621.98,9.89,8125.0
5566,0.48,-0.22,0.11,-44.19,-6.67,-55.3,-28.07,-12.67,0.41,411.31,15.08,9836.67
5567,0.19,-0.08,0.15,-55.3,-18.11,-44.19,-28.07,-12.67,0.41,432.28,28.93,9003.33
5568,-0.37,0.3,-0.04,-14.07,-78.19,15.22,-44.85,14.08,-16.37,432.58,27.23,9003.33
5569,-1.12,1.04,-0.6,45.34,-97.52,86.08,-71.6,23.45,-28.3,667.89,23.75,6416.67
5570,-0.75,0.89,-0.67,70.93,-86.08,89.78,-60.15,20.89,-17.19,653.07,6.49,7000.0
5571,-0.15,0.11,-0.26,18.26,-33.41,41.15,-37.11,-2.15,-6.67,652.84,-3.85,6996.67
5572,-0.15,0.0,-0.33,7.48,-33.41,41.15,-47.89,-1.0,-2.97,417.76,-14.08,9586.67
5573,-0.37,0.26,-0.52,-3.3,-18.93,63.37,-47.89,-1.0,-2.97,241.02,-12.26,9996.67
5574,-0.18,0.45,-0.85,26.33,-26.33,41.15,-44.19,6.41,-0.41,240.98,1.48,9996.67
5575,-0.18,0.45,-0.85,26.33,-26.33,41.15,-44.19,6.41,-0.41,240.98,1.48,9996.67
5576,-0.26,0.37,-0.45,18.93,-52.26,29.71,-29.71,5.26,-4.11,241.05,16.93,10003.33
5577,-0.41,0.15,-0.08,15.22,-44.85,29.71,-39.67,-5.85,-0.41,241.02,15.22,10013.33
5578,0.07,-0.3,0.52,-33.41,-10.7,-41.15,-4.7,-16.37,7.82,240.78,28.93,10013.33
5579,0.07,-0.3,0.52,-33.41,-10.7,-41.15,-30.63,-12.67,0.41,240.85,27.19,10023.33
5580,-0.04,0.11,0.33,-47.89,18.93,-15.22,-28.07,-1.56,-3.29,482.21,18.56,7225.0
5581,0.04,-0.23,0.67,-33.41,41.15,-4.44,-28.07,-11.52,4.11,482.24,15.08,7231.67
5582,0.63,-1.01,1.08,-86.08,93.82,-53.08,20.89,-24.6,23.45,653.72,9.89,7013.33
5583,0.33,-0.78,0.63,-41.15,22.96,-33.74,-2.15,-16.37,7.82,412.63,23.75,9808.33
5584,-0.04,-0.33,-0.15,-7.0,-47.89,26.34,-37.11,4.11,-7.82,412.83,13.52,9805.0
5585,-0.64,0.45,-0.56,45.67,-100.56,74.97,-74.64,14.63,-16.04,241.22,5.0,10010.0
5586,-0.23,-0.18,0.07,15.22,-59.34,29.71,-54.15,2.7,7.0,438.16,-3.48,8798.33
5587,-0.41,0.15,-0.08,15.22,-44.85,29.71,-54.15,2.7,7.0,438.16,-3.48,8781.67
5588,0.37,-0.44,0.0,-7.82,0.41,-41.15,-12.93,-14.08,16.37,607.75,8.45,8660.0
5589,0.37,-0.44,0.0,-7.82,0.41,-41.15,-12.93,-11.52,5.26,410.5,15.19,9875.0
5590,1.08,-1.11,0.49,-38.26,19.75,-123.45,28.3,-28.3,14.63,410.37,13.37,9888.33
5591,0.19,-0.59,0.37,14.41,4.11,-67.08,-2.15,-1.56,-2.15,445.57,15.15,8513.33
5592,0.08,-0.22,0.19,-11.52,11.52,-41.15,7.82,-0.41,1.56,445.63,13.37,8513.33
5593,-0.15,-0.0,0.44,-4.11,26.33,-29.71,7.82,-4.11,7.82,679.63,15.19,5965.0
5594,0.6,-0.64,1.0,-60.49,79.0,-63.86,34.56,-27.15,34.56,474.62,1.48,7481.67
5595,0.89,-0.75,0.97,-49.04,64.19,-78.34,34.56,-27.15,34.56,474.62,1.48,7468.33
5596,0.45,-0.19,0.22,-33.41,30.04,-18.93,4.11,3.29,11.52,468.63,8.45,7676.67
5597,0.37,0.15,-0.11,-47.89,7.82,-29.71,11.52,7.0,4.11,468.7,20.38,7663.33
5598,0.11,0.33,-0.15,-47.89,22.63,-29.71,4.11,3.29,11.52,468.77,22.15,7683.33
5599,0.15,0.29,-0.07,-55.3,22.63,-47.89,-6.67,-6.67,18.93,240.88,15.19,10020.0
5600,0.22,-0.04,0.22,-66.74,15.22,-59.34,7.82,-7.82,15.22,479.76,10.22,7308.33
5601,-0.26,0.41,-0.37,-18.11,-18.93,11.52,-29.71,5.26,-4.11,479.86,-3.48,7301.67
5602,0.11,-0.19,0.22,-63.37,15.22,-15.22,5.26,-5.26,4.11,479.63,10.22,7311.67
5603,-0.35,0.31,-0.54,4.08,-0.41,70.78,-32.26,11.52,-5.26,494.51,18.52,6753.33
5604,-0.43,0.23,-0.13,-10.74,-4.11,59.34,-17.78,21.48,-12.67,734.44,30.45,3996.67
5605,-0.88,0.75,-0.8,49.34,-38.26,115.71,-41.97,41.97,-28.3,734.71,18.34,3983.33
5606,-0.45,0.19,-0.11,-18.11,-22.63,51.93,-26.33,25.19,-18.93,480.88,16.78,7250.0
5607,-0.37,0.26,-0.52,-3.3,-18.93,63.37,-52.26,17.78,-22.63,240.92,11.82,10013.33
5608,-0.45,0.19,-0.11,-10.7,-44.85,51.93,-52.26,17.78,-22.63,240.92,11.82,10020.0
5609,-0.59,0.48,-0.23,-10.7,-37.45,59.34,-54.82,17.78,-22.63,467.85,-3.7,7728.33
5610,-0.26,-0.08,0.48,-33.74,-3.3,6.67,1.56,5.85,0.41,467.71,1.26,7728.33
5611,-0.03,-0.08,0.44,-4.11,26.33,-7.82,-20.67,-1.56,-3.29,467.65,6.63,7715.0
5612,-0.22,0.15,-0.11,55.96,-22.3,44.85,-41.15,7.82,-15.22,241.02,23.89,10020.0
5613,-0.49,0.78,-0.75,64.19,-56.45,67.89,-97.52,19.75,-38.26,422.1,20.49,9423.33
5614,-0.11,0.0,-0.3,-18.11,-33.41,33.74,-41.15,7.82,-15.22,421.96,22.04,9440.0
5615,0.41,-0.33,0.04,-48.56,0.41,-48.56,-20.67,-1.56,-3.29,421.66,20.3,9426.67
5616,0.26,-0.48,0.37,-41.15,-25.52,-30.37,5.26,-5.26,4.11,419.57,23.71,9510.0
5617,-0.11,0.11,-0.22,18.93,-66.74,-7.33,-21.48,10.37,-8.96,650.01,16.78,7083.33
5618,-0.3,0.04,-0.11,60.23,-82.38,74.97,-41.97,19.75,-20.89,907.61,13.41,3750.0
5619,-0.13,-0.18,-0.39,75.01,-45.34,90.12,-34.56,27.15,-18.34,982.37,16.74,983.33
5620,-0.36,0.01,-0.21,67.6,-56.78,115.71,-64.19,23.45,-28.3,752.07,22.12,3396.67
5621,-0.17,0.08,-0.32,26.3,-41.15,33.41,-43.71,11.52,-5.26,494.61,25.49,6736.67
5622,-0.11,0.3,-0.08,41.15,-48.56,3.78,-51.11,4.11,-7.82,241.08,25.67,10016.67
5623,-0.0,0.52,-0.48,59.34,-22.63,3.78,-39.67,1.56,3.29,428.38,25.67,9186.67
5624,-0.56,0.93,-0.75,86.08,-56.45,49.04,-63.86,24.6,-23.45,428.51,13.56,9180.0
5625,0.07,0.41,-0.37,40.82,-40.82,22.3,-43.37,5.26,-4.11,428.25,8.34,9160.0
5626,-0.11,0.15,-0.11,15.22,-66.74,7.82,-54.82,7.82,-15.22,240.95,8.34,10000.0
5627,-0.04,0.15,-0.15,29.71,-66.74,22.63,-77.04,0.41,-18.93,240.88,13.71,9996.67
5628,-0.6,0.49,-0.71,63.53,-100.56,53.08,-123.45,23.45,-45.67,241.05,10.45,10006.67
5629,-0.3,0.52,-0.6,100.56,-70.93,53.08,-101.23,30.86,-41.97,241.12,5.08,9996.67
5630,-0.49,0.93,-0.78,100.56,-56.45,63.86,-101.23,30.86,-41.97,241.12,5.08,10000.0
5631,-0.22,0.74,-0.37,41.15,-7.82,15.22,-52.26,17.78,-22.63,240.92,11.82,9990.0
5632,-0.19,0.48,-0.59,18.93,-26.0,41.15,-63.04,7.82,-15.22,240.88,10.22,9990.0
5633,-0.08,0.26,-0.22,30.37,-22.3,26.67,-51.6,5.26,-4.11,240.92,3.26,9993.33
5634,-0.49,0.78,-0.75,64.19,-56.45,67.89,-70.93,22.04,-13.49,241.25,-1.93,10000.0
5635,-0.22,0.59,-0.23,4.11,-7.82,11.52,-35.97,11.52,-5.26,241.02,11.78,10016.67
5636,-0.15,0.41,-0.41,-7.33,-26.0,15.22,-17.78,17.78,-6.41,241.12,20.3,10023.33
5637,0.56,-0.26,0.26,-15.56,-6.67,-7.82,-1.0,-1.56,14.08,416.73,25.49,9648.33
5638,0.45,-0.3,0.3,21.48,-6.67,-4.11,-1.0,-1.56,14.08,416.73,25.49,9645.0
5639,0.67,-0.56,0.78,-49.38,41.97,-38.26,15.78,-18.34,23.45,416.56,18.56,9638.33
5640,-0.18,-0.04,0.44,-33.74,-3.3,2.96,-19.19,-5.26,4.11,438.96,16.78,8763.33
5641,-0.6,0.44,0.14,-25.52,-41.15,44.19,-39.67,15.22,-11.52,679.13,15.0,6003.33
5642,-0.71,0.41,0.18,11.52,-41.15,47.89,-37.11,12.67,-0.41,865.39,11.6,5208.33
5643,-0.48,0.41,0.14,41.15,-11.52,33.41,-37.11,12.67,-0.41,667.31,9.89,6458.33
5644,0.13,-0.17,0.61,21.81,26.33,-15.22,-2.96,-6.67,18.93,679.57,-2.18,5975.0
5645,-0.13,0.46,-0.06,44.85,3.29,7.82,-40.49,6.41,-0.41,714.19,8.15,4683.33
5646,-0.06,0.28,-0.24,33.41,-14.89,11.52,-40.49,6.41,-0.41,890.9,-3.89,4266.67
5647,-0.08,0.08,-0.3,7.48,-22.3,11.52,-51.6,-4.7,3.29,638.51,6.49,7500.0
5648,-0.11,0.15,-0.33,18.26,-33.41,29.71,-33.41,1.56,2.15,417.8,6.49,9590.0
5649,-0.3,0.45,-0.26,0.08,-18.93,40.49,-15.22,4.11,1.0,490.86,15.27,6923.33
5650,-0.48,0.74,-0.37,37.11,-11.52,47.89,-17.78,11.52,4.7,490.96,18.75,6916.67
5651,-0.3,0.34,-0.19,37.11,-26.0,37.11,-47.41,7.82,-5.26,490.83,17.19,6923.33
5652,-0.48,0.19,-0.19,29.71,-51.93,22.63,-51.11,4.11,-7.82,241.08,25.67,10010.0
5653,-0.78,0.89,-0.89,63.53,-86.08,63.86,-71.6,16.04,-30.86,241.25,27.41,10013.33
5654,-0.45,0.26,-0.22,18.6,-44.85,3.78,-25.19,2.97,-11.52,241.05,34.15,10006.67
5655,0.04,-0.45,0.26,10.37,37.45,-30.37,19.74,-16.37,0.41,494.56,27.26,6795.0
5656,0.61,-1.39,0.86,-64.19,67.89,-86.38,39.08,-28.3,23.45,749.48,22.15,3498.33
5657,0.65,-1.28,0.83,-64.19,97.52,-64.15,45.34,-34.56,24.6,974.05,18.67,1283.33
5658,0.12,-0.61,0.45,-18.93,44.85,-30.0,4.11,-7.82,15.22,905.6,23.82,3741.67
5659,-0.63,0.07,0.11,30.04,-11.52,11.52,-29.71,5.26,-4.11,650.62,13.48,7035.0
5660,-0.52,0.19,-0.22,33.74,-48.56,-10.7,-33.41,8.96,5.85,634.45,15.19,7618.33
5661,-0.19,0.08,-0.37,11.52,-66.74,-21.81,-33.41,8.96,5.85,679.58,3.07,5951.67
5662,0.74,-0.41,0.11,3.29,-21.48,-48.56,4.11,-11.52,21.48,679.38,18.52,5965.0
5663,0.26,0.0,-0.19,44.52,-55.3,11.52,-33.41,1.56,2.15,471.22,6.59,7596.67
5664,0.45,-0.3,0.3,21.48,-6.67,-4.11,-14.07,-17.78,22.63,427.15,3.18,9221.67
5665,-0.41,0.22,-0.04,37.11,-51.93,37.11,-63.04,5.26,-4.11,427.48,1.44,9225.0
5666,-0.59,0.63,-0.23,37.11,-37.45,47.89,-52.26,15.22,-11.52,427.51,3.04,9228.33
5667,-0.37,0.3,-0.08,26.0,-44.85,18.26,-54.82,15.22,-11.52,241.22,18.56,10016.67
5668,-0.11,0.04,-0.33,33.41,-33.41,29.71,-25.19,18.93,-1.56,241.18,13.37,10000.0
5669,0.63,-0.7,0.41,-0.41,-14.07,-11.52,5.26,-7.82,15.22,241.02,9.97,9993.33
5670,0.07,0.19,-0.45,33.74,-40.82,70.78,-29.71,5.26,-4.11,241.32,6.49,10010.0
5671,-0.19,0.45,-0.19,26.33,-52.26,59.34,-37.11,8.96,-10.37,241.25,-0.44,10010.0
5672,-1.12,0.93,-0.67,34.56,-97.52,86.08,-78.34,25.74,-19.75,241.38,1.37,10006.67
5673,-0.6,0.07,0.15,-25.52,-70.78,26.0,-33.41,16.37,-7.82,241.02,3.07,9990.0
5674,-0.6,0.07,0.15,-25.52,-70.78,26.0,-33.41,16.37,-7.82,241.02,3.07,10010.0
5675,0.3,-0.45,0.52,-59.34,-25.52,-18.93,11.52,7.0,4.11,240.85,15.0,10003.33
5676,0.11,-0.15,0.41,-22.3,-18.11,-11.52,11.52,7.0,4.11,446.92,1.26,8465.0
5677,0.9,-0.74,0.49,-45.34,27.15,-82.38,38.26,-13.49,19.75,446.66,11.6,8445.0
5678,0.67,-0.97,0.67,-56.78,34.56,-71.6,30.86,-17.19,27.15,446.72,13.37,8458.33
5679,0.41,-0.33,0.04,-48.56,0.41,-48.56,4.11,-1.56,14.08,240.92,23.71,10000.0
5680,-0.11,0.0,-0.3,-18.11,-33.41,33.74,-18.93,7.82,2.15,241.22,27.23,10013.33
5681,-0.6,1.01,-1.12,52.75,-60.15,82.38,-67.89,23.45,-28.3,241.28,20.49,10000.0
5682,0.07,0.3,-0.56,18.93,-40.82,41.15,-51.11,6.67,-18.93,423.15,27.41,9375.0
5683,0.6,-0.04,-0.22,-11.52,-7.0,-41.15,-30.63,-5.26,4.11,422.98,25.67,9375.0
5684,1.01,-0.67,0.45,-70.93,49.38,-86.08,18.34,-17.19,27.15,664.17,20.3,6590.0
5685,0.82,-0.93,0.67,-56.45,56.78,-97.52,20.89,-27.15,34.56,659.99,11.82,6756.67
5686,0.67,-1.04,1.12,-60.15,93.82,-75.3,23.45,-27.15,34.56,659.86,-1.89,6766.67
5687,0.26,-0.41,0.45,-0.74,37.45,-30.37,-25.52,-15.22,11.52,418.67,3.48,9565.0
5688,-0.37,0.41,-0.0,26.0,-15.22,40.49,-74.48,7.82,-15.22,240.85,3.48,10020.0
5689,-0.86,1.26,-0.86,45.34,-71.6,70.93,-97.52,19.75,-38.26,241.15,18.93,10010.0
5690,-0.34,0.22,-0.0,0.41,-44.85,0.08,-48.56,6.67,-18.93,240.95,25.67,10016.67
5691,-0.41,0.19,-0.15,-7.0,-44.85,-14.41,-18.93,10.37,-8.96,241.08,27.23,10016.67
5692,0.07,-0.78,0.71,-26.33,11.52,-67.08,11.52,2.15,6.67,458.34,18.75,8051.67
5693,0.04,-0.63,0.45,18.67,-11.52,15.22,-11.52,11.52,-5.26,715.94,15.38,4705.0
5694,0.97,-1.12,0.93,10.44,33.74,-11.52,7.82,-15.22,11.52,715.64,17.08,4708.33
5695,0.89,-0.67,0.6,-4.04,11.52,-0.08,0.41,-26.33,15.22,498.12,20.34,6676.67
5696,0.82,-0.45,0.67,-74.97,41.97,-56.45,20.89,-38.26,38.26,460.4,11.6,7968.33
5697,0.22,-0.19,0.08,-51.93,8.15,-3.78,1.56,-11.52,21.48,460.7,9.89,7968.33
5698,-0.41,0.15,-0.26,-18.11,-51.93,41.15,-17.78,15.22,4.7,461.0,13.37,7961.67
5699,-1.01,0.56,-0.67,27.15,-112.01,71.6,-52.75,28.3,-14.63,241.35,11.78,10003.33
5700,-0.48,0.22,-0.33,-3.29,-78.19,-10.7,-33.41,8.96,5.85,241.15,16.96,9996.67
5701,0.0,-0.22,0.11,-11.52,-18.11,-37.45,-16.63,-10.37,26.33,240.95,16.96,9986.67
5702,0.3,-0.37,0.08,-0.41,-6.67,-48.56,1.56,-4.11,25.19,241.05,25.49,10000.0
5703,0.15,-0.48,0.52,-4.11,30.37,-26.33,1.56,-1.56,14.08,240.92,25.49,10016.67
5704,0.3,-0.37,0.41,-29.71,30.37,-44.52,1.56,-8.96,10.37,240.82,22.01,10023.33
5705,0.86,-0.78,0.67,-56.45,64.19,-89.78,18.34,-25.74,19.75,240.48,27.19,10010.0
5706,1.04,-0.63,0.38,-70.93,27.15,-100.56,22.04,-32.0,20.89,240.58,11.67,9993.33
5707,0.74,-0.52,-0.07,-22.3,-21.48,-29.71,-12.93,-11.52,5.26,240.78,1.44,9990.0
5708,0.04,0.15,-0.56,8.15,-40.82,52.59,-33.41,-2.15,-6.67,241.08,3.18,9990.0
5709,-0.52,0.45,-1.04,56.78,-74.64,123.45,-74.64,14.63,-16.04,241.22,5.0,10006.67
5710,-0.78,0.71,-0.78,49.37,-86.08,112.01,-86.08,17.19,-27.15,241.18,11.96,10006.67
5711,-0.75,0.86,-0.78,60.15,-86.08,100.56,-89.78,28.3,-30.86,241.15,-1.89,10003.33
5712,-0.41,0.44,-0.08,26.0,-44.85,40.49,-52.26,15.22,-11.52,472.61,6.63,7535.0
5713,0.45,-0.08,0.26,10.37,0.41,-0.74,-3.29,2.15,7.82,472.41,13.37,7545.0
5714,0.82,-0.89,1.19,-49.04,19.75,-71.6,23.45,-17.19,34.56,723.44,23.64,4423.33
5715,1.01,-0.82,0.82,-45.34,12.34,-93.82,30.86,-13.49,27.15,491.81,27.04,6895.0
5716,0.37,-0.48,0.3,-26.0,-21.48,-78.19,7.82,-4.11,15.22,492.11,28.78,6885.0
5717,-0.0,0.34,-0.63,33.41,-40.82,-7.33,-18.93,15.22,-11.52,241.08,18.52,10006.67
5718,-0.37,0.45,-0.41,40.82,-26.0,22.3,-18.93,15.22,-11.52,241.08,18.52,9990.0
5719,0.04,-0.19,0.22,10.37,15.22,-22.96,11.52,7.0,4.11,240.85,15.0,9993.33
5720,0.34,-0.89,0.93,-23.45,49.37,-64.19,41.97,-19.75,20.89,240.68,11.6,9990.0
5721,0.56,-1.23,1.08,-34.56,41.97,-93.82,38.26,-27.15,18.34,240.72,6.63,9993.33
5722,0.15,-0.41,0.59,21.81,18.93,-37.45,4.11,-7.82,-1.0,240.92,-3.7,9990.0
5723,-0.34,0.04,0.15,67.08,-41.15,-10.7,-37.11,8.96,-10.37,473.71,13.56,7496.67
5724,-0.56,0.37,-0.0,78.19,-33.74,18.93,-43.37,15.22,-11.52,473.61,20.3,7506.67
5725,-0.7,0.45,-0.37,55.96,-37.45,44.85,-54.15,5.26,-4.11,473.58,18.7,7516.67
5726,-0.07,0.11,-0.04,-14.89,22.63,-0.08,-16.63,-15.22,11.52,240.72,13.48,10010.0
5727,0.37,0.07,-0.0,-14.89,7.82,-0.08,-16.63,-25.19,18.93,240.75,10.0,9993.33
5728,0.52,-0.0,0.37,7.33,11.52,-26.0,1.56,-18.93,17.78,240.85,18.53,9980.0
5729,0.37,-0.11,0.48,32.92,11.52,-7.82,-1.0,-11.52,21.48,240.95,22.01,9980.0
5730,-0.19,0.22,-0.08,66.74,-22.3,22.63,-25.19,18.93,-1.56,241.18,13.37,9980.0
5731,0.19,-0.56,0.37,-15.56,0.74,-11.52,-5.85,-7.82,15.22,240.88,15.08,9986.67
5732,0.44,-0.78,0.6,-26.67,22.96,-18.93,-5.85,-5.26,4.11,444.65,11.6,8535.0
